r1	r2	tau_eff_real	tau_eff_imag	beta_c	alpha	beta_angle	gamma	v4_value	u4_value	w4_value	v4_over_u4_value	w4_over_u4_value	v4_log_residual	u4_log_residual	w4_log_residual	v4_over_u4_log_residual	w4_over_u4_log_residual	v4_chi2	u4_chi2	w4_chi2	v4_over_u4_chi2	w4_over_u4_chi2	corr_score	ratio_score	total_score
0.6000000000	0.9866666667	0.5037974521	0.7345267357	0.3205304677	0.9766754448	1.1953075787	0.9696096301	0.8433904702	0.8544266890	0.8383384123	0.9870834807	0.9811706763	-0.0159115800	-0.0029109171	-0.0053317873	-0.0130006629	-0.0024208702	0.0002531784	0.0000084734	0.0000284280	0.0001690172	0.0000058606	0.0002900798	0.0001748778	0.0004649576
0.6000000000	1.0000000000	0.5000000000	0.7331319186	0.3189312984	0.9722495721	1.1970935095	0.9722495721	0.8428516406	0.8542898769	0.8377976713	0.9866108254	0.9806948367	-0.0165506692	-0.0030710514	-0.0059770106	-0.0134796178	-0.0029059591	0.0002739247	0.0000094314	0.0000357247	0.0001817001	0.0000084446	0.0003190807	0.0001901447	0.0005092254
0.6000000000	1.0133333333	0.4962499743	0.7317309902	0.3173522938	0.9678736075	1.1988581485	0.9748608976	0.8423126063	0.8541538507	0.8372582255	0.9861368717	0.9802194590	-0.0171904102	-0.0032302914	-0.0066211035	-0.0139601189	-0.0033908122	0.0002955102	0.0000104348	0.0000438390	0.0001948849	0.0000114976	0.0003497840	0.0002063825	0.0005561665
0.6000000000	1.0266666667	0.4925465729	0.7303244091	0.3157930399	0.9635466394	1.2006019079	0.9774441063	0.8417733771	0.8540185923	0.8367200196	0.9856616527	0.9797445011	-0.0178307923	-0.0033886576	-0.0072641297	-0.0144421347	-0.0038754721	0.0003179372	0.0000114830	0.0000527676	0.0002085753	0.0000150193	0.0003821877	0.0002235945	0.0006057823
0.6000000000	1.0400000000	0.4888890099	0.7289126152	0.3142531341	0.9592677793	1.2023251886	0.9799996857	0.8412339622	0.8538840842	0.8361830005	0.9851851999	0.9792699220	-0.0184718054	-0.0035461701	-0.0079061503	-0.0149256353	-0.0043599801	0.0003412076	0.0000125753	0.0000625072	0.0002227746	0.0000190094	0.0004162901	0.0002417840	0.0006580741
0.6000000000	1.0533333333	0.4852765155	0.7274960309	0.3127321855	0.9550361611	1.2040283809	0.9825281116	0.8406943704	0.8537503099	0.8356471170	0.9847075434	0.9787956821	-0.0191134402	-0.0037028481	-0.0085472245	-0.0154105921	-0.0048443764	0.0003653236	0.0000137111	0.0000730550	0.0002374863	0.0000234680	0.0004520897	0.0002609543	0.0007130441
0.6000000000	1.0666666667	0.4817083352	0.7260750611	0.3112298140	0.9508509400	1.2057118650	0.9850298486	0.8401546098	0.8536172533	0.8351123195	0.9842287121	0.9783217434	-0.0197556877	-0.0038587097	-0.0091874094	-0.0158969780	-0.0053286997	0.0003902872	0.0000148896	0.0000844085	0.0002527139	0.0000283950	0.0004895853	0.0002811089	0.0007706943
0.6000000000	1.0800000000	0.4781837300	0.7246500946	0.3097456501	0.9467112923	1.2073760109	0.9875053504	0.8396146884	0.8534848992	0.8345785603	0.9837487333	0.9778480687	-0.0203985396	-0.0040137727	-0.0098267603	-0.0163847669	-0.0058129875	0.0004161004	0.0000161104	0.0000965652	0.0002684606	0.0000337908	0.0005287760	0.0003022514	0.0008310274
0.6000000000	1.0933333333	0.4747019756	0.7232215042	0.3082793344	0.9426164144	1.2090211792	0.9899550600	0.8390746134	0.8533532327	0.8340457937	0.9832676332	0.9773746225	-0.0210419881	-0.0041680539	-0.0104653302	-0.0168739342	-0.0062972764	0.0004427653	0.0000173727	0.0001095231	0.0002847297	0.0000396557	0.0005696611	0.0003243853	0.0008940464
0.6000000000	1.1066666667	0.4712623624	0.7217896479	0.3068305175	0.9385655224	1.2106477209	0.9923794103	0.8385343918	0.8532222398	0.8335139750	0.9827854370	0.9769013701	-0.0216860257	-0.0043215694	-0.0111031708	-0.0173644564	-0.0067816014	0.0004702837	0.0000186760	0.0001232804	0.0003015243	0.0000459901	0.0006122401	0.0003475145	0.0009597545
0.6000000000	1.1200000000	0.4678641950	0.7203548690	0.3053988592	0.9345578514	1.2122559783	0.9947788239	0.8379940299	0.8530919069	0.8329830617	0.9823021683	0.9764282781	-0.0223306457	-0.0044743348	-0.0117403316	-0.0178563109	-0.0072659968	0.0004986577	0.0000200197	0.0001378354	0.0003188478	0.0000527947	0.0006565128	0.0003716425	0.0010281553
0.6000000000	1.1333333333	0.4645067920	0.7189174969	0.3039840289	0.9305926548	1.2138462849	0.9971537138	0.8374535340	0.8529622209	0.8324530125	0.9818178501	0.9759553144	-0.0229758416	-0.0046263651	-0.0123768608	-0.0183494765	-0.0077504957	0.0005278893	0.0000214033	0.0001531867	0.0003367033	0.0000600702	0.0007024792	0.0003967735	0.0010992527
0.6000000000	1.1466666667	0.4611894856	0.7174778479	0.3025857043	0.9266692039	1.2154189658	0.9995044838	0.8369129097	0.8528331694	0.8319237874	0.9813325041	0.9754824475	-0.0236216074	-0.0047776746	-0.0130128046	-0.0188439328	-0.0082351300	0.0005579803	0.0000228262	0.0001693331	0.0003550938	0.0000678174	0.0007501396	0.0004229112	0.0011730508
0.6000000000	1.1600000000	0.4579116212	0.7160362252	0.3012035721	0.9227867873	1.2169743380	1.0018315283	0.8363721625	0.8527047402	0.8313953482	0.9808461512	0.9750096475	-0.0242679375	-0.0049282772	-0.0136482079	-0.0193396603	-0.0087199308	0.0005889328	0.0000242879	0.0001862736	0.0003740225	0.0000760372	0.0007994943	0.0004500597	0.0012495539
0.6000000000	1.1733333333	0.4546725577	0.7145929198	0.2998373271	0.9189447104	1.2185127104	1.0041352329	0.8358312974	0.8525769218	0.8308676577	0.9803588111	0.9745368851	-0.0249148266	-0.0050781860	-0.0142831140	-0.0198366406	-0.0092049281	0.0006207486	0.0000257880	0.0002040073	0.0003934923	0.0000847307	0.0008505439	0.0004782230	0.0013287669
0.6000000000	1.1866666667	0.4514716662	0.7131482111	0.2984866719	0.9151422946	1.2200343845	1.0064159745	0.8352903192	0.8524497031	0.8303406802	0.9798705028	0.9740641321	-0.0255622698	-0.0052274138	-0.0149175649	-0.0203348560	-0.0096901510	0.0006534296	0.0000273259	0.0002225337	0.0004135064	0.0000938990	0.0009032892	0.0005074054	0.0014106946
0.6000000000	1.2000000000	0.4483083306	0.7117023668	0.2971513170	0.9113788776	1.2215396543	1.0086741218	0.8347492323	0.8523230733	0.8298143812	0.9793812446	0.9735913614	-0.0262102628	-0.0053759730	-0.0155516008	-0.0208342898	-0.0101756278	0.0006869779	0.0000289011	0.0002418523	0.0004340676	0.0001035434	0.0009577313	0.0005376110	0.0014953423
0.6000000000	1.2133333333	0.4451819470	0.7102556439	0.2958309804	0.9076538118	1.2230288067	1.0109100351	0.8342080408	0.8521970221	0.8292887274	0.9788910536	0.9731185465	-0.0268588013	-0.0055238753	-0.0161852611	-0.0213349260	-0.0106613858	0.0007213952	0.0000305132	0.0002619627	0.0004551791	0.0001136651	0.0010138711	0.0005688442	0.0015827153
0.6000000000	1.2266666667	0.4420919234	0.7088082890	0.2945253871	0.9039664650	1.2245021216	1.0131240670	0.8336667486	0.8520715395	0.8287636866	0.9783999465	0.9726456620	-0.0275078815	-0.0056711321	-0.0168185835	-0.0218367493	-0.0111474513	0.0007566835	0.0000321617	0.0002828647	0.0004768436	0.0001242657	0.0010717100	0.0006011093	0.0016728193
0.6000000000	1.2400000000	0.4390376793	0.7073605386	0.2932342692	0.9003162191	1.2259598721	1.0153165623	0.8331253593	0.8519466159	0.8282392277	0.9779079390	0.9721726834	-0.0281574997	-0.0058177544	-0.0174516045	-0.0223397453	-0.0116338501	0.0007928448	0.0000338463	0.0003045585	0.0004990642	0.0001353465	0.0011312496	0.0006344107	0.0017656602
0.6000000000	1.2533333333	0.4360186458	0.7059126194	0.2919573656	0.8967024702	1.2274023251	1.0174878583	0.8325838764	0.8518222422	0.8277153209	0.9774150464	0.9716995869	-0.0288076528	-0.0059637528	-0.0180843596	-0.0228439000	-0.0121206068	0.0008298809	0.0000355663	0.0003270441	0.0005218438	0.0001469091	0.0011924913	0.0006687529	0.0018612441
0.6000000000	1.2666666667	0.4330342652	0.7044647491	0.2906944217	0.8931246277	1.2288297407	1.0196382852	0.8320423028	0.8516984094	0.8271919372	0.9769212829	0.9712263497	-0.0294583377	-0.0061091373	-0.0187168829	-0.0233492004	-0.0126077456	0.0008677937	0.0000373216	0.0003503217	0.0005451852	0.0001589552	0.0012554369	0.0007041404	0.0019595773
0.6000000000	1.2800000000	0.4300839904	0.7030171361	0.2894451891	0.8895821146	1.2302423732	1.0217681657	0.8315006416	0.8515751090	0.8266690487	0.9764266626	0.9707529494	-0.0301095517	-0.0062539179	-0.0193492076	-0.0238556338	-0.0130952897	0.0009065851	0.0000391115	0.0003743918	0.0005690913	0.0001714866	0.0013200884	0.0007405779	0.0020606663
0.6000000000	1.2933333333	0.4271672854	0.7015699807	0.2882094256	0.8860743665	1.2316404710	1.0238778162	0.8309588955	0.8514523326	0.8261466284	0.9759311985	0.9702793648	-0.0307612923	-0.0063981039	-0.0199813655	-0.0243631884	-0.0135832616	0.0009462571	0.0000409357	0.0003992550	0.0005935649	0.0001845050	0.0013864478	0.0007780699	0.0021645177
0.6000000000	1.3066666667	0.4242836242	0.7001234745	0.2869868950	0.8826008314	1.2330242764	1.0259675458	0.8304170668	0.8513300723	0.8256246504	0.9754349034	0.9698055751	-0.0314135572	-0.0065417045	-0.0206133878	-0.0248718527	-0.0140716832	0.0009868116	0.0000427939	0.0004249118	0.0006186091	0.0001980123	0.0014545172	0.0008166213	0.0022711386
0.6000000000	1.3200000000	0.4214324914	0.6986778014	0.2857773668	0.8791609696	1.2343940264	1.0280376576	0.8298751581	0.8512083203	0.8251030894	0.9749377893	0.9693315605	-0.0320663444	-0.0066847286	-0.0212453041	-0.0253816158	-0.0145605756	0.0010282504	0.0000446856	0.0004513629	0.0006442264	0.0002120104	0.0015242990	0.0008562368	0.0023805358
0.6000000000	1.3333333333	0.4186133812	0.6972331377	0.2845806161	0.8757542532	1.2357499524	1.0300884480	0.8293331713	0.8510870692	0.8245819213	0.9744398679	0.9688573016	-0.0327196521	-0.0068271846	-0.0218771437	-0.0258924676	-0.0150499591	0.0010705756	0.0000466104	0.0004786094	0.0006704199	0.0002265013	0.0015957955	0.0008969211	0.0024927166
0.6000000000	1.3466666667	0.4158257978	0.6957896524	0.2833964232	0.8723801656	1.2370922807	1.0321202073	0.8287911085	0.8509663119	0.8240611227	0.9739411501	0.9683827799	-0.0333734787	-0.0069690807	-0.0225089343	-0.0264043980	-0.0155398537	0.0011137891	0.0000485681	0.0005066521	0.0006971922	0.0002414871	0.0016690093	0.0009386793	0.0026076886
0.6000000000	1.3600000000	0.4130692548	0.6943475073	0.2822245739	0.8690382013	1.2384212322	1.0341332200	0.8282489714	0.8508460412	0.8235406709	0.9734416466	0.9679079775	-0.0340278226	-0.0071104249	-0.0231407032	-0.0269173978	-0.0160302784	0.0011578927	0.0000505581	0.0005354921	0.0007245463	0.0002569698	0.0017439430	0.0009815161	0.0027254591
0.6000000000	1.3733333333	0.4103432753	0.6929068575	0.2810648589	0.8657278658	1.2397370232	1.0361277645	0.8277067618	0.8507262506	0.8230205442	0.9729413677	0.9674328770	-0.0346826827	-0.0072512248	-0.0237724766	-0.0274314579	-0.0165212518	0.0012028885	0.0000525803	0.0005651306	0.0007524849	0.0002729518	0.0018205994	0.0010254366	0.0028460360
0.6000000000	1.3866666667	0.4076473913	0.6914678516	0.2799170738	0.8624486751	1.2410398648	1.0381041136	0.8271644811	0.8506069335	0.8225007214	0.9724403229	0.9669574618	-0.0353380578	-0.0073914878	-0.0244042798	-0.0279465700	-0.0170127920	0.0012487783	0.0000546341	0.0005955689	0.0007810108	0.0002894351	0.0018989813	0.0010704459	0.0029694272
0.6000000000	1.4000000000	0.4049811439	0.6900306320	0.2787810192	0.8592001554	1.2423299637	1.0400625346	0.8266221307	0.8504880836	0.8219811823	0.9719385217	0.9664817157	-0.0359939470	-0.0075312212	-0.0250361374	-0.0284627258	-0.0175049161	0.0012955642	0.0000567193	0.0006268082	0.0008101268	0.0003064221	0.0019790917	0.0011165488	0.0030956405
0.6133333333	0.6000000000	0.6386603380	0.7750469075	0.3756605980	1.1345388873	1.1254788403	0.8815749260	0.8593648704	0.8590123586	0.8549897824	1.0004103687	0.9953172080	0.0028519717	0.0024416872	0.0143358789	0.0004102845	0.0118941918	0.0000081337	0.0000059618	0.0002055174	0.0000001683	0.0001414718	0.0002196130	0.0001416401	0.0003612531
0.6133333333	0.6133333333	0.6330584854	0.7741039685	0.3732518581	1.1281470934	1.1281470934	0.8852984668	0.8588358061	0.8588358061	0.8543773039	1.0000000000	0.9948086676	0.0022361364	0.0022361364	0.0136192646	0.0000000000	0.0113831282	0.0000050003	0.0000050003	0.0001854844	0.0000000000	0.0001295756	0.0001954850	0.0001295756	0.0003250606
0.6133333333	0.6266666667	0.6275360651	0.7731294031	0.3708826225	1.1218457359	1.1307748827	0.8889720350	0.8583061317	0.8586613561	0.8537692089	0.9995863044	0.9943025884	0.0016192108	0.0020329919	0.0129072706	-0.0004137812	0.0108742786	0.0000026218	0.0000041331	0.0001665976	0.0000001712	0.0001182499	0.0001733525	0.0001184212	0.0002917737
0.6133333333	0.6400000000	0.6220916361	0.7721247490	0.3685518349	1.1156327400	1.1333632045	0.8925967091	0.8577758772	0.8584889281	0.8531653204	0.9991694116	0.9937988627	0.0010012280	0.0018321615	0.0121996997	-0.0008309335	0.0103675382	0.0000010025	0.0000033568	0.0001488327	0.0000006905	0.0001074858	0.0001531919	0.0001081763	0.0002613682
0.6133333333	0.6533333333	0.6167237839	0.7710914778	0.3662584781	1.1095060969	1.1359130212	0.8961735355	0.8572450714	0.8583184458	0.8525654688	0.9987494450	0.9932973863	0.0003822200	0.0016335576	0.0114963630	-0.0012513376	0.0098628053	0.0000001461	0.0000026685	0.0001321664	0.0000015658	0.0000972749	0.0001349810	0.0000988408	0.0002338217
0.6133333333	0.6666666667	0.6114311208	0.7700309971	0.3640015723	1.1034638607	1.1384252631	0.8997035298	0.8567137421	0.8581498368	0.8519694919	0.9983265222	0.9927980586	-0.0002377824	0.0014370972	0.0107970790	-0.0016748796	0.0093599818	0.0000000565	0.0000020652	0.0001165769	0.0000028052	0.0000876093	0.0001186987	0.0000904145	0.0002091132
0.6133333333	0.6800000000	0.6062122854	0.7689446543	0.3617801729	1.0975041462	1.1409008291	0.9031876783	0.8561819160	0.8579830322	0.8513772340	0.9979007554	0.9923007823	-0.0008587497	0.0012427014	0.0101016740	-0.0021014511	0.0088589727	0.0000007375	0.0000015443	0.0001020438	0.0000044161	0.0000784814	0.0001043256	0.0000828975	0.0001872231
0.6133333333	0.6933333333	0.6010659424	0.7678337387	0.3595933694	1.0916251264	1.1433405886	0.9066269387	0.8556496186	0.8578179668	0.8507885460	0.9974722514	0.9918054634	-0.0014806536	0.0010502951	0.0094099811	-0.0025309487	0.0083596860	0.0000021923	0.0000011031	0.0000885477	0.0000064057	0.0000698844	0.0000918432	0.0000762901	0.0001681333
0.6133333333	0.7066666667	0.5959907824	0.7666994848	0.3574402834	1.0858250299	1.1457453825	0.9100222412	0.8551168747	0.8576545784	0.8502032849	0.9970411122	0.9913120111	-0.0021034668	0.0008598072	0.0087218401	-0.0029632740	0.0078620329	0.0000044246	0.0000007393	0.0000760705	0.0000087810	0.0000618116	0.0000812343	0.0000705926	0.0001518269
0.6133333333	0.7200000000	0.5909855216	0.7655430743	0.3553200676	1.0801021394	1.1481160245	0.9133744897	0.8545837076	0.8574928080	0.8496213135	0.9966074346	0.9908203376	-0.0027271633	0.0006711699	0.0080370972	-0.0033983332	0.0073659273	0.0000074374	0.0000004505	0.0000645949	0.0000115487	0.0000542569	0.0000724828	0.0000658056	0.0001382884
0.6133333333	0.7333333333	0.5860489012	0.7643656388	0.3532319038	1.0744547890	1.1504533021	0.9166845625	0.8540501399	0.8573325995	0.8490425003	0.9961713114	0.9903303581	-0.0033517180	0.0004843188	0.0073556048	-0.0038360368	0.0068712860	0.0000112340	0.0000002346	0.0000541049	0.0000147152	0.0000472146	0.0000655735	0.0000619297	0.0001275032
0.6133333333	0.7466666667	0.5811796874	0.7631682618	0.3511750024	1.0688813626	1.1527579776	0.9199533134	0.8535161932	0.8571738995	0.8484667189	0.9957328305	0.9898419905	-0.0039771072	0.0002991927	0.0066772209	-0.0042762998	0.0063780283	0.0000158174	0.0000000895	0.0000445853	0.0000182867	0.0000406792	0.0000604922	0.0000589660	0.0001194582
